		2021-12-28	Wtorek	Siłownia	90											Nogi + rehabilitacja
		2022-01-18	Wtorek	Bieganie	65	15	135	144					6	05:46	9,1	Rehab-trucht + dynamika	Czuję głównie po zewnętrznej stronie, czasami delikatne pieczenie po wewnętrznej	
		2022-01-19	Środa	Siłownia	85											Ręce + core + rehab		
		2022-01-20	Czwartek	Bieganie	55	20	143	150					6	05:37	8,1	Rehab-trucht + dynamika	Czuję głównie po zewnętrznej stronie, czasami delikatne pieczenie po wewnętrznej	
		2022-01-21	Piątek	Siłownia	80											Ręce + core		
		2022-01-23	Niedziela	Siłownia	50											Rehab - dynamika		
		2022-01-24	Poniedziałek	Skitury	200	20	154	178					1543		19	2xKasprowy + Beskid	Bardzo mocno czuję kostkę po wewnętrznej stronie, uciska. Po odpoczynku na górze i zjechaniu jest dużo lepiej, dopiero pod koniec drugiego wyjścia znów czuję. Podczas zjeżdżania jest lepiej, pierwszych kilka minut nic nie czuję.
		2022-01-25	Wtorek	Bieganie	65	5	138	145					6	05:40	8.7	Rehab-trucht + dynamika	Czuję tylko po zewnętrznej stronie, po 8km juz trochę hamuje bieganie, do tego czasu w miarę ok	
		2022-01-26	Środa	Siłownia	105											Nogi + rehab		
		2022-01-27	Czwartek	Siłownia	60											Ręce + core		
		2022-01-28	Piątek	Bieganie	70	90	140	146					6	05:43	8.6	Rehab-trucht + dynamika	Czuję tylko po zewnętrznej stronie, po 8km juz trochę hamuje bieganie, do tego czasu w miarę ok	
		2022-01-29	Sobota	Skitury	160	20	153	173					1671		14,8	Pilsko x3	Najmniej czuję kostkę na skiturach do tej pory. Podczas zjeżdżania po 10min już mocno czuję	
		2022-01-30	Niedziela	Siłownia	65											Rehab - dynamika		
		2022-01-31	Poniedziałek	Siłownia	75											Ręce + core
		2022-02-01	Wtorek	Bieganie	65	15	139	145					6	05:25	8.1	Rehab-trucht + dynamika	Do 7km tylko czuję po zewnętrznej stronie, ostatni kilometr już słabo, chyba było za szybko. Po bieganiu nie najgorzej	
		2022-02-02	Środa	Siłownia	80											Nogi + rehab		
		2022-02-03	Czwartek	Skitury	175		153	178					1485		15.1	Pilsko x2 + Tanecznik	Coraz lepiej z kostką na skiturach, dzisiaj zdecydowanie najlepsze skitury do te pory.	
		2022-02-04	Piątek	Bieganie	60	15	139	147					7	05:35	8.2	Rehab-trucht + dynamika	Czuje tylko po zewnętrznej stronie, od 7km juz troche słabiej	
		2022-02-05	Sobota	Siłownia	75											Nogi + rehab		
		2022-02-06	Niedziela	Bieganie	60	15	140	147					7	05:27	8.3	Rehab-trucht + dynamika	Czuje tylko po zewnętrznej stronie, od 7km juz troche słabiej	
		2022-02-07	Poniedziałek	Siłownia	75											Ręce + core
		2022-02-08	Wtorek	Bieganie	65	15	139	146					7	05:28	8	Rehab-trucht + dynamika	Do 7km tylko czuję po zewnętrznej stronie, ostatni kilometr już słabo, chyba było za szybko. Po bieganiu nie najgorzej	
		2022-02-09	Środa	Siłownia	75											Nogi + rehab		
		2022-02-10	Czwartek	Rower	70	10	148	177	79	283		76,2	25	32	35	Big ring intervals - 14x1min	Bardzo wysokie tętno, Interwały - tętno maks. 164-177, śr. W - 406-422, Rehabilitacja #33	
		2022-02-11	Piątek	Bieganie	75	120	139	149					7	05:19	9.2	Rehab-trucht + dynamika	5km we wkładkach, wydaje się, że jest lepiej, do końca całkiem ok, czuję jedynie po zewnętrznej stronie	
		2022-02-12	Sobota	Skitury	195	15	131	165					1184		14,8	Romanka + Rysianka	Pod koniec zjazdu z Rysianki już bardzo czuję kostkę	
		2022-02-13	Niedziela	Siłownia	40											Rehab + dynamika		
		2022-02-13	Niedziela	Bieganie	45	15	132	141					7	05:31	8.1	Rehab-trucht	Mocno czuję kostkę od początku biegania, po skiturach. Większość dystansu we wkładkach, Wydaje się że we wkładkach jest lepiej	
		2022-02-14	Poniedziałek	Rower	130	10	96	122	76	112		23	157	21,5	46	Rege z Anią
		2022-02-15	Wtorek	Siłownia	70											Nogi + rehab + dynamika		
		2022-02-15	Wtorek	Bieganie	45	120	138	146					7	05:20	8.3	Rehab-trucht + dynamika	Czuję dosyć mocno kostkę od początku, cały bieg we wkładkach	
		2022-02-16	Środa	Rower	70	20	142	174	77	288		83,5	37	31.9	37	Big ring intervals - 16x1min	Niższe tętno niż ostatnio - szybciej schodziło, ale maksymalne takie samo, Interwały - tętno maks. 163-174, śr. W - 410-423	
		2022-02-17	Czwartek	Siłownia	65											Ręce + core		
		2022-02-18	Piątek	Rower	70	20	151	178	84	298		82,6	566	26,1	28	Wytrzymałość siłowa - podjazdy pod zoo - 5x6min	Mega wysokie tętno, suma interwałów: 29min, HR/W: 165/350, 166/351, 167/352, 168/351	
		2022-02-19	Sobota	Skitury	150								1611		16.1	Spytkowice x12	Brak pomiaru tętna, KOM pod górę, Czuję kostkę od początku, po 4 podejściach robię przerwe i jest dużo lepiej	
		2022-02-20	Niedziela	Siłownia	85											Nogi + Rehab + dynamika		
		2022-02-21	Poniedziałek	Siłownia	80											Ręce + core
		2022-02-22	Wtorek	Bieganie	50	15	139	149					6	05:11	8.9	Rehab-trucht	Od początku lekko czuję stopę, cały bieg we wkładkach, najszybsze bieganie dotychczas, wieczorem mocno czuję stopę	
		2022-02-24	Czwartek	Skitury	205	10	156	176					1892		22	Pośredni Goryczkowy razy 3	Dużo lepiej niż pierwsze Tatry miesięc temu, już nie boli aż tak na ostatnimi zjeździe do Kuźnic	
		2022-02-25	Piątek	Bieganie	50	15	141	148					6	05:05	9,5	Rehab-trucht	Cały bieg bez wkładek, najszybsze bieganie dotychczas, po bieganiu o dziwo całkiem nieźle, mimo wczorajszych skiturow	
		2022-02-25	Piątek	Siłownia	70	15										Ręce + core		
		2022-02-26	Sobota	Skitury	165		141	177					1767		16,7	Spytkowice x13	KOM pod górkę, najniższe tętno na skiturach w tym roku, Lepiej niż ostatnio w Spytkowicach, mimo, że to czwarty dzień pod rząd z dużym wysiłkiem dla stopy, po 4 podejściach muszę robić przerwy	
		2022-02-27	Niedziela	Pływanie	45										1400	Technika		
		2022-02-28	Poniedziałek	Bieganie	50	10	136	144					6	05:05	9,9	Rehab-trucht	Najlepsze bieganie od operacji, Prawie cały bieg bez wkładki, od 7km już trochę gorzej, więc założyłem wkładkę
		2022-02-28	Poniedziałek	Siłownia	80	15										Nogi + rehab + dynamika		
		2022-03-01	Wtorek	Pływanie	45										1300	Technika		
		2022-03-02	Środa	Siłownia	70											Ręce + core		
		2022-03-03	Czwartek	Rower	60	15	146	173	77	290		84	23	31	30	Big ring intervals - 18x1min	 Interwały - tętno maks. 165-173, śr. W - 410-420	
		2022-03-04	Piątek	Bieganie	70	15	138	146					6	05:15	8,5	Rehab-trucht + dynamika	Tętno wyższe niż ostatnio	
		2022-03-05	Sobota	Skitury	155	15	142	160					1632		15,5	Spytkowice x12		
		2022-03-06	Niedziela	Skitury	240	15	144	170					1810		21	Beskid x 2 + Pośredni Goryczkowy		
		2022-03-07	Poniedziałek	Siłownia	75	15										Nogi + rehab + dynamika	Zadziwiająco dobrze jak na tak zmęczone nogi po skiturach. Dynamika wyszła super.
		2022-03-08	Wtorek	Pływanie	45										1350	Technika		
		2022-03-09	Środa	Siłownia	80											Ręce + core		
		2022-03-10	Czwartek	Bieganie	55	15	142	149					6	05:07	10,1	Rehab-trucht	Wysokie tętno	
		2022-03-12	Sobota	Skitury	170		136	158					1721		16	Spytkowice x12	Niskie tętno	
		2022-03-13	Niedziela	Pływanie	50										1600	Technika + 11x100m co 5 oddech		
		2022-03-14	Poniedziałek	Skitury	260	20	138	179					1337		20,6	Karb + Żółta Przełęcz	Przy wchodzeniu z nartami na plecach prawie nie czuję kostki
		2022-03-15	Wtorek	Rower	60	15	142	161	83	277		62,1	25	33,2	31	Sweet spot - 2x15min	Mocno czuję nogi po wczoraj, HR/W: 152/315, 154/315	
		2022-03-15	Wtorek	Pływanie	45										1200	Technika		
		2022-03-16	Środa	Siłownia	80											Ręce + core		
		2022-03-17	Czwartek	Rower	70	105	146	165	86	276		72,3	25	33,3	37	Sweet spot - 2x15min	Bardzo wysokie tętno, HR/W: 157/315, 159/315	
		2022-03-18	Piątek	Skitury	270	30	130	171					1855		19,3	Beskid z Anią		
		2022-03-19	Sobota	Skitury	230	20	128	174					1236		24,8	Kasprowy z Szymkiem		
		2022-03-20	Niedziela	Pływanie	50										1500	Technika + 8x100m co 5 oddech		
		2022-03-21	Poniedziałek	Skitury	210	20	136	177					1461		12,2	Salatyn + Brestova	Przy wchodzeniu z nartami na plecach nie czuję kostki
		2022-03-21	Poniedziałek	Siłownia	75											Ręce + core		
		2022-03-22	Wtorek	Pływanie	45	120									1300	Technika		
		2022-03-23	Środa	Rower	60	15	145	165	85	278		62,5	15	32,7	31	Sweet spot - 2x15min	Bardzo wysokie tętno, HR/W: 157/315, 159/315	
		2022-03-24	Czwartek	Skitury	275	20	151	179					2275		22	Goryczkowa Czuba, Pośredni, Beskid, Mylna		
		2022-03-25	Piątek	Rower	115	120	97	134	76	133		28,4	433	21,5	40	Rege z Anią		
		2022-03-26	Sobota	Rower	135	25	144	175	87	276		147,6	1092	29,2	65	Tempo po górkach		
		2022-03-27	Niedziela	Rower	100	10	134	156	85	245		84,6	456	31,1	51	Tlen		
		2022-03-28	Poniedziałek	Bieganie	45		142	152					6	05:00	9,1	Rehab-trucht	Bardzo Wysokie tętno
		2022-03-28	Poniedziałek	Siłownia	70	15										Nogi + dynamika		
		2022-03-29	Wtorek	Pływanie	45										1300	Technika		
		2022-03-30	Środa	Rower	65	5	146	168	83	276		70	15	33,3	35	Sweet spot - 2x15min	Bardzo wysokie tętno, HR/W: 158/315, 159/315	
		2022-03-30	Środa	Siłownia	90	10										Ręce + core + dynamika	Najlepsza dynamika od początku, skakanie na lewej nodze po schodach do góry i na dół	
		2022-03-31	Czwartek	Bieganie	50	120	140	148					6	04:57	9,5	Rehab-trucht		
		2022-04-02	Sobota	Siłownia	65	10										Nogi + dynamika	Skakanie na lewej nodze po schodach do góry i na dół	
		2022-04-03	Niedziela	Skitury	170	20	109	140					571		8.3	Pilsko z Szymkiem		
		2022-04-04	Poniedziałek	Skitury	180		153	174					2082		15,8	Myślenice x9	Cały trening bez zdejmowania buta, najlepiej do tej pory na skiturach
		2022-04-04	Poniedziałek	Siłownia	70	15										Ręce + core		
		2022-04-05	Wtorek	Bieganie	50	110	141	148					6	04:56	10,3	Rehab-trucht		
		2022-04-06	Środa	Rower	60	15	140	161	84	277		67,5	34	33,5	34	Sweet spot - 2x15min	Tętno niższe niż ostatnio, HR/W: 152/315, 154/320	
		2022-04-06	Środa	Siłownia	65											Nogi + dynamika	skakanie na lewej nodze po schodach do góry i na dół	
		2022-04-07	Czwartek	Bieganie	55	15	149	171					253	05:16	10,2	Rehab-trucht-trail	Bardzo wysokie tętno	
		2022-04-08	Piątek	Rower	65	10	137	167	71	306		88	23	30,1	33	Big ring intervals - 21x1min	Wyraźnie niższe tętno i wyższa moc, bardzo dobry trening, Interwały - tętno maks. 155-167, śr. W - 413-440	
		2022-04-09	Sobota	Bieganie	55	10	140	146					6	05:01	10,7	Rehab-trucht		
		2022-04-10	Niedziela	Siłownia	40											Dynamika		
		2022-04-10	Niedziela	Pływanie	45	10									1300	Technika		
		2022-04-11	Poniedziałek	Skitury	300	15	132	173					1627		22	Skrajna + Świnicka + Karb z Piotrkiem
		2022-04-11	Poniedziałek	Siłownia	55	15										Ręce + core		
		2022-04-12	Wtorek	Pływanie	45	10									1300	Technika		
		2022-04-13	Środa	Skitury	275	15	145	178					2120		22	Hala - Karb, Skrajna, Beskid		
		2022-04-14	Czwartek	Rower	150		90	122	73	120		30,7	462	21	52	Rege z Anią		
		2022-04-15	Piątek	Siłownia	80	10										Nogi + dynamika		
		2022-04-16	Sobota	Bieganie	55	15	138	148					81	05:11	10	Rehab-trucht		
		2022-04-17	Niedziela	Rower	130	15	141	181	86	270		136	1031	29,2	63	Tempo po górkach		
		2022-04-18	Poniedziałek	Siłownia	45											Dynamika
		2022-04-19	Wtorek	Rower	130	15	150	182	87	290		158	1085	29,5	64	Tempo po górkach		
		2022-04-20	Środa	Siłownia	90	10										Ręce + core + dynamika		
		2022-04-21	Czwartek	Bieganie	55	15	139	145					7	05:05	10	Rehab-trucht		
		2022-04-22	Piątek	Rower	65		146	169	85	276		68,5	34	33,7	35	Sweet spot - 2x15min	Bardzo wysokie tętno - dużo wyższe niż ostatnio, zmęczone nogi, HR/W: 157/315, 160/320	
		2022-04-22	Piątek	Siłownia	70	15										Nogi + dynamika		
		2022-04-23	Sobota	Rower	115		135	159	84	245		96	729	29,5	53	Tlen	Mocno czuję nogi	
		2022-04-24	Niedziela	Bieganie	55		149	171					218	05:11	10,2	Rehab-trucht-trail	Najlepsze bieganie od kątem stopy do tej pory, widać, że dynamika się poprawiła. Po bieganiu dużo lepiej ze stopą. Nadal bardzo wysokie tętno, ale tempo trochę lepsze niż 2tyg temu	
		2022-04-25	Poniedziałek	Siłownia	75	10										Nogi + Dynamika	Najlepsza dynamika, po ćwiczeniach dużo lepiej
		2022-04-26	Wtorek	Bieganie	55	10	138	145					10	05:11	10	Rehab-trucht	Trochę gorzej niż w niedzielę, ale po bieganiu raczej nie czuję stopy	
		2022-04-26	Wtorek	Pływanie	45										1300	Technika		
		2022-04-27	Środa	Siłownia	80	10										Ręce + core + dynamika		
		2022-04-28	Czwartek	Bieganie	60	15	151	174					310	05:22	10,4	Rehab-trucht-trail	Bardzo wysokie tętno, Czuję stopę po ćwiczeniach dynamiki, cały bieg raczej słabo	
		2022-04-29	Piątek	Rower	60	15	146	171	69	309		82	23	31,2	31	Big ring intervals - 20x1min	Bardzo Wysokie tętno, Interwały - tętno maks. 166-171, śr. W - 416-432	
		2022-04-30	Sobota	Skitury	325	15	143	169					2134		26,4	Karb + Skrajna + Beskid	Czuję kostkę podczas wchodzenia z buta i bardzo mocno podczas schodzenia	
		2022-05-01	Niedziela	Rower	95		91	117	74	106		16	277	19,7	32	Rege z Anią		
		2022-05-01	Niedziela	Bieganie	50		129	144					73	05:23	8,2	Rehab-trucht	Czuję stopę od początku biegu, jest słabo	
		2022-05-02	Poniedziałek	Rower	160	15	140	171	87	267		161	1308	30,3	79	Tempo po górkach
		2022-05-03	Wtorek	Rower	145	15	138	172	83	272		155,3	1367	27,3	66	Tempo po górkach		
		2022-05-04	Środa	Bieganie	55		147	170					207	05:23	8,3	Rehab-trucht-trail	Wysokie tętno, cały bieg raczej słabo ze stopą	
		2022-05-04	Środa	Siłownia	80	10										Ręce + core + dynamika		
		2022-05-05	Czwartek	Rower	65		143	170	71	305		86,7	21	31,6	34	Big ring intervals - 21x1min	Wysokie tętno, bardzo zmęczone nogi, Interwały - tętno maks. 157-170, śr. W - 415 - 419	
		2022-05-05	Czwartek	Siłownia	25											Dynamika	Po ćwiczeniach dużo lepiej, przed było bardzo słabo	
		2022-05-06	Piątek	Bieganie	55	10	143	148					10	04:51	11,1	Rehab-trucht	Najszybsze bieganie do tej pory, stopa po wczorajszej dynamice dużo lepsza	
		2022-05-07	Sobota	Bieganie	65		149	174					295	05:27	10,2	Rehab-trucht-trail	Wysokie tętno, Trochę czuję stopę po wczorajszym bieganiu	
		2022-05-08	Niedziela	Rower	105	15	141	170	84	300		131	1092	25,6	43	Wytrzymałość siłowa - podjazdy pod zoo - 9x6min	Suma interwałów: 54min, HR/W: 152/351, 158/350, 158/350, 159/351, 159/353, 160/353, 160/351, 160/350, 160/352	
		2022-05-09	Poniedziałek	Siłownia	30	70										Dynamika
		2022-05-10	Wtorek	Bieganie	65		151	171					303	05:26	10,3	Rehab-trucht-trail	Czuję kostkę od początku, bardzo wysokie tętno	
		2022-05-10	Wtorek	Pływanie	45										1400	Technika		
		2022-05-11	Środa	Rower	105		145	173	85	300		132	1087	25,6	43	Wytrzymałość siłowa - podjazdy pod zoo - 9x6min	Bardzo wysokie tętno, dziś już trochę za ciepło, Suma interwałów: 54min, HR/W: 157/350, 155/350, 155/350, 161/350, 160/351, 162/352, 163/350, 163/352, 163/350	
		2022-05-11	Środa	Siłownia	80	10										Ręce + core		
		2022-05-12	Czwartek	Bieganie	65		151	172					309	05:20	10,3	Rehab-trucht-trail		
		2022-05-13	Piątek	Rower	65	10	144	171	70	305		82	25	32	33	Big ring intervals - 20x1min	Wysokie tętno, bardzo zmęczone nogi, Interwały - tętno maks. 162-170, śr. W - 415 - 420	
		2022-05-13	Piątek	Pływanie	45										1400	Technika	50m oddechy - 9/20s/7/15s/5/10s/7/9/7/5/7 + 2 razy 9/9/7/7/5/5 z tymi samymi przerwami	
		2022-05-14	Sobota	Rower	145		144	172	81	272		152,4	1542	25,4	61	Beskid Makowski - tempo po górkach	Bardzo wysokie tętno od początku i nogi z betonu	
		2022-05-16	Poniedziałek	Bieganie	65		151	176					352	05:25	10,5	Rehab-trucht-trail	Czuję kostkę od początku, jest troszkę lepiej niż ostatnio, bardzo wysokie tętno
		2022-05-17	Wtorek	Siłownia	30	15										Dynamika	Przed ćwiczeniami było ciężko, po ćwiczeniach trochę lepiej	
		2022-05-17	Wtorek	Pływanie	45										1400	Technika	50m oddechy - 3 razy 9/9/7/7/5/5 z przerwami 20s/15s/10s	
		2022-05-18	Środa	Rower	105		142	172	84	301		137,5	1119	26,2	46	Wytrzymałość siłowa - podjazdy pod zoo - 9x6min	Bardzo wysokie tętno, ale szybko schodzi do niskiego, czuję moc w nogach, Suma interwałów: 55min, HR/W: 155/351, 160/363, 160/351, 161/351, 162/352, 161/353, 162/352, 162/352, 163/357	
		2022-05-18	Środa	Siłownia	60	15										Ręce + core		
		2022-05-19	Czwartek	Rower	120		145	166	88	261		112	432	33,6	64	Tempo	Wysokie tętno	
		2022-05-19	Czwartek	Siłownia	25											Dynamika	Przed ćwiczeniami było ciężko, po ćwiczeniach trochę lepiej	
		2022-05-20	Piątek	Pływanie	45										1600	Technika	50m - oddechy 3*(2*9/2*7/2*5) przerwy co 20/15/10s	
		2022-05-20	Piątek	Siłownia	60											Dynamika + gumy + ręce		
		2022-05-21	Sobota	Bieganie	75		151	172					393	05:28	11,8	Rehab-trucht-trail	Czuję kostkę od początku, bardzo wysokie tętno	
		2022-05-22	Niedziela	Rower	180	15	140	166	85	286		203,4	1698	27,5	79	Dolinki - tempo po górkach		
		2022-05-23	Poniedziałek	Siłownia	75	10										Dynamika (skiping) + gumy + ręce	Pierwszy raz robię skiping, czuję kostkę od początku
		2022-05-24	Wtorek	Rower	75	130	146	164	84	286		78	18	33,6	39	Sweet spot - 15min + 20min	Wysokie tętno, HR/W: 157/321, 155/320	
		2022-05-25	Środa	Siłownia	75	10										Dynamika (skiping) + gumy + ręce	Skiping, czuję kostkę od początku	
		2022-05-26	Czwartek	Rower	105		142	172	84	301		137,5	1119	26,2	46	Wytrzymałość siłowa - podjazdy pod zoo - 9x6min		
		2022-05-19	Czwartek	Siłownia	25											Dynamika (skiping)		
		2022-05-27	Piątek	Bieganie	75		151	172					434	05:33	11,4	Rehab-trucht-trail	Lepiej niż w zeszłym tygodniu, dopiero pod koniec bardziej czuję kostkę. Najdłuższe bieganie po operacji, najwyższe przewyższenie.	
		2022-05-27	Piątek	Pływanie	45	90									1600	Technika	50m - oddechy 3*(2*9/2*7/2*5) przerwy co 20/15/10s	
		2022-05-28	Sobota	Góry	120								360		9	Beskid Mały z dziećmi - Potrójna	Po wczorajszym bieganiu na początku super, Pierwsza połowa trasy nic nie czuję, podczas schodzenia dużo gorzej, po górach słabo, zwłaszcza na drugi dzień	
		2022-05-29	Niedziela	Pływanie	45										1600	Technika	75m - oddechy 3*(2*9/2*7/2*5) przerwy co 20/15/10s	
		2022-05-30	Poniedziałek	Bieganie	75		150	177					434	05:33	11,3	Rehab-trucht-trail	Czuję kostkę od początku, jest troszkę gorzej niż ostatnio, bardzo wysokie tętno
		2022-05-30	Poniedziałek	Siłownia	70	10										Gumy + ręce		
		2022-05-31	Wtorek	Rower	125	10	146	171	86	297		158,1	1043	29,3	61	Tempo po górkach		
		2022-05-31	Wtorek	Pływanie	45										1100	Technika		
		2022-06-01	Środa	Rower	160		138	164	84	258		145	1065	29,1	72	Tlen po górkach	Lekko czuję lewe kolano	
		2022-06-02	Czwartek	Bieganie	50	100	142	146					10	04:50	10,1	Rehab-trucht	Lekko czuję kostkę	
		2022-06-03	Piątek	Rower	150		149	176	85	295		184	1201	30,5	74	Tempo + VO2max po górkach		
		2022-06-03	Piątek	Siłownia	35											Dynamika (skiping) + kosz		
		2022-06-05	Niedziela	Rower	140	15	149	173	86	295		174	1088	30,5	71	Tempo + VO2max po górkach		
		2022-06-06	Poniedziałek	Rower	110		138	153	86	245		92	244	34	61	Tlen
		2022-06-06	Poniedziałek	Siłownia	90	15										Gumy + ręce + dynamika (skiping) + łydki	dobra dynamika, szybszy skiping	
		2022-06-07	Wtorek	Rower	100	15	148	167	84	287		113	66	34,4	54	Wytrzymałość siłowa (tempo) - 3*20min @315-320W / 5min	Gorąco, HR/W: 156/315, 158/315, 160/320	
		2022-06-07	Wtorek	Pływanie	45										1000	Technika		
		2022-06-08	Środa	Siłownia	100	10										Gumy + ręce + dynamika (skiping) + łydki		
		2022-06-09	Czwartek	Bieganie	55	100							15	04:48	11	Rehab-trucht	Brak pomiaru tętna, czuję stopę cały dystans	
		2022-06-10	Piątek	Rower	90	15	146	164	83	292		109	24	34,1	51	Wytrzymałość siłowa (tempo) - 3*20min @315-330W / 5min	HR/W: 154/315, 157/320, 157/330	
		2022-06-10	Piątek	Pływanie	45										1400	Technika		
		2022-06-11	Sobota	Rower	135	15	143	172	84	291		162	1093	29,2	65	Tempo + VO2max po górkach		
		2022-06-12	Niedziela	Rower	110							25	138	14,2	30	Rege z Szymkiem		
		2022-06-12	Niedziela	Bieganie	75		149	174					449	05:21	12,3	Rehab-trucht-trail	Zmęczone nogi po rowerze, Czuję większą moc w stopie, jest lepiej niż ostatnio, najszybsze i najdłuższe bieganie trail po kontuzji	
		2022-06-13	Poniedziałek	Siłownia	80	10										Ręce + dynamika (skiping) + łydki
		2022-06-14	Wtorek	Rower	70	15	144	168	85	296		85	30	34	38	Sweet spot - 2*20min/330W	Nogi z betonu, HR/W: 153/330, 159/330	
		2022-06-14	Wtorek	Pływanie	45										1200	Technika		
		2022-06-15	Środa	Bieganie	85		147	171					524	05:43	13,2	Rehab-trucht-trail	Czuję stopę od początku, najdłuższe bieganie po kontuzji	
		2022-06-15	Środa	Siłownia	75	10										Gumy + ręce	Mocno czuję kostkę po bieganiu	
		2022-06-16	Czwartek	Rower	185	15	140	165	85	258		177	1590	28,8	89	Tlen po górkach	Mocno czuję nogi, brak mocy	
		2022-06-17	Piątek	Rower	100	15	129	147	87	235		80	547	31,5	53	Spokojny tlen	Mocno czuję nogi, brak mocy	
		2022-06-18	Sobota	Rower	170	20	141	165	85	272		181	1605	28,8	82	Tempo po górkach	Mocno czuję nogi	
		2022-06-18	Sobota	Siłownia	80											Ręce + dynamika (skiping) + kosz		
		2022-06-19	Niedziela	Rower	100		106	136	76	134		25	286	22,8	36	Rege z Anią	Mocno czuję nogi	
		2022-06-19	Niedziela	Bieganie	50		137	145					111	05:08	9	Rehab-trucht	Gorąco (+28)	
		2022-06-20	Poniedziałek	Siłownia	90											Ręce + dynamika (skiping) + łydki
		2022-06-21	Wtorek	Bieganie	55	120	133	140					9	05:06	10,3	Rehab-trucht	Czuję stopę od początku, ale staram się biec cały czas ze śródstopia 	
		2022-06-22	Środa	Rower	70	100	144	169	85	295		84	30	34,6	39	Sweet spot - 2*20min/325-330W	Nogi z betonu, bardzo wysokie tętno, HR/W: 160/325, 161/330	
		2022-06-23	Czwartek	Siłownia	110											Gumy + ręce + dynamika (skiping) + kosz	Dynamika całkiem spoko, potem grałem 2 mecze w kosza i wieczorem słabo	
		2022-06-24	Piątek	Rower	90	15	133	145	86	235		63	156	32,3	46	Spokojny tlen	Gorąco	
		2022-06-24	Piątek	Siłownia	50											Ręce + core		
		2022-06-24	Piątek 	Góry	50								271		2,3	Maciejowa	Czuję kostkę po wczorajszym koszu	
		2022-06-25	Sobota	Góry	120								315		6,6	Maciejowa	Czuję kostkę cały dzień	
		2022-06-27	Poniedziałek	Rower	200	15	151	178	85	268		207	1750	29,2	97	Tempo po górkach	Upał (+31)
		2022-06-28	Wtorek	Bieganie	65	80	141	165					279	05:24	11,1	Rehab-trucht + siła biegowa 8*skiping 	Czuję stopę, staram się biec ze śródstopia, jest słabo, po bieganiu jeszcze gorzej	
		2022-06-29	Środa	Rower	110	15	138	155	86	243		93	364	33,2	61	Tlen	Mocno czuję nogi, gorąco	
		2022-06-29	Środa	Siłownia	90											Gumy + ręce + kosz (dynamika)		
		2022-06-30	Czwartek	Rower	190	15	139	168	83	259		182	1835	26,1	82	Tempo po górkach 	Upał (+34), mocno czuję nogi	
		2022-07-01	Piątek	Pływanie	60										2000	Technika	75m - oddechy 2*(2*9/2*7/2*5) przerwy co 20/15/10s	
		2022-07-01	Piątek 	Koszykówka 	60											Kosz 	Czuję kostkę po wczorajszym koszu	
		2022-07-02	Sobota 	Rower	175	15	135	164	87	284		199,3	1582	28,8	82	Tempo po górkach 		
		2022-07-02	Sobota	Koszykówka 	45											Ręce + kosz (dynamika)		
		2022-07-03	Niedziela	Góry	180								450		10	Mogielica	Lepiej niż ostatnio z kostką	
		2022-07-04	Poniedziałek	Rower	125	105	147	167	86	267		130	487	34,4	71	Tlen + tempo	Upał (+31)
